store_id,name,lat,lng
900277246,Patty’s Kitchen,-23.621457000000,-46.733366300000
900305446,Master ,-23.645194000000,-46.438712000000
900147540,Sushi K. - Mooca,-23.562776301434,-46.593390194300
900306777,Ragah Sushi,-23.724360500000,-46.687832200000
900306997,THIS GASTRONÔMICO,-23.565441100000,-46.700028100000
900308592,Estação dos Salgados,-23.542134000000,-46.483861300000
900167804,secos molhados clodomiro amazonas ltda,-23.590201000000,-46.678383000000
900038195,Temakeria Universitária - Market Place,-23.625460000000,-46.547199000000
900308727,Patty Sushi,-23.544368400000,-46.746054700000
900224896,yokoy4ma inn box.,-23.513207100000,-46.438337600000
900029099,Makis Place Taquarichim,-23.620822000000,-46.602733000000
900309139,Artilheiros Burger,-23.469959200000,-46.586297300000
900308659,Espetinho Cordeiro,-23.530684200000,-46.495587100000
900068775,Familia Jm Refeicoes,-23.578943000000,-46.745606000000
900308892,Eskina do Frango - Vila Nogueira,-23.693831100000,-46.596083900000
900161388,Kataventu Restaurante,-23.634090000000,-46.564010000000
900031672,[F] | Starbucks | STAR 054,-23.579807000000,-46.594643000000
900162260,Quintal do Espeto - Santana,-23.501778000000,-46.616827000000
900169075,Mizuki Sushi,-23.479184076865,-46.662610903272
900040314,Mei Mei - Parque Shopping Maia,-23.443078427602,-46.540714543655
900164058,Madero - Mooca,-23.579747500000,-46.594365200000
900256456,cozinha da vivi,-23.577994000000,-46.549094400000
900173327,Zaga Bowls - Smoothie Bar,-23.585431900000,-46.684785700000
900266612,Oggi Sorvetes - Pamplona,-23.567399999415,-46.657615820710
900309208,Massas Paninno,-23.498872700000,-46.747786700000
900305222,Maravilhas com Churros,-23.598663100000,-46.576919400000
900307085,BUBU RESTAURANTE,-23.547358500000,-46.664100000000
900225902,Feijuca do John,-23.558070800000,-46.594482000000
900149039,Mercadinho do Bem - Vila Olímpia,-23.597122663444,-46.682548317791
900306769,Artesanal Authentic Burguer,-23.507612200000,-46.517105000000
900172837,Di Maria & Mariáh Food Delivery,-23.518034060000,-46.522383980000
900305853,CAFÉ DO BECO,-23.524279400000,-46.732947000000
900164148,Jeronimo Shopping Parque da Cidade,-23.625360913148,-46.704838910778
900307818,Laço de Açúcar,-23.541550667175,-46.554717505819
900159578,carbonetto fast casual,-23.495350302804,-46.788031645404
900159100,Kadalora Granja Viana,-23.599082300000,-46.847610100000
900304396,Marmita Gru,-23.481254500000,-46.553523600000
900017408,Piadina Romagnola - Eldorado,-23.572659156737,-46.695705807375
900133058,Paris 6 Vilaboim,-23.544386000000,-46.660464000000
900306499,P&k Hamburgueria !,-23.525385400000,-46.463396500000
900070490,19805 - Domino's Pizza - Barueri Centro (Filial),-23.510889000000,-46.879840000000
900119266,Burger King - Shopping Diadema 25444,-23.704573000000,-46.617456000000
900306907,Tudo acaba em pizza.,-23.539600300000,-46.846831700000
900308464,Di Montanaro -,-23.604135900000,-46.642583500000
900138350,19873 - Domino’s Pizza - Rudge Ramos (filial),-23.654010117742,-46.565753245941
900305065,L R Doces & Salgados,-23.486620300000,-46.718221400000
900306654,OOOPS! Delivery,-23.630638100000,-46.547271400000
900307692,Candies In Box,-23.614339400000,-46.515464900000
900167112,monserrah,-23.473661800000,-46.712345800000
900016868,Bubblekill Paulista,-23.557409000000,-46.658634300000
900116828,Marialva Cozinha Portuguesa - Cerqueira Cesar,-23.560328000000,-46.664048000000
900308698,Oggi Sorvetes - Mandaqui,-23.483909150000,-46.643481800000
900069680,Zollas,-23.545656500000,-46.703520800000
900308936,Açaí Concept - Itaquera,-23.538155100000,-46.455464500000
900165623,Açaí Náticos,-23.459688450000,-46.518515650000
900304359,Costa Restaurante Delivery,-23.528879400000,-46.445390700000
900308697,Chic Chocólatras,-23.553648000000,-46.639485100000
900303996,Fine Burger Shop,-23.528408600000,-46.567017600000
900119375,Burger King - Drive Aricanduva 26841,-23.559945000000,-46.513380000000
900199409,De Casa - CCP,-23.567043000000,-46.620784000000
900277792,Dones Burger - Santo André,-23.675749500000,-46.525495000000
900138355,Fini - Shopping Ibirapuera,-23.610249000000,-46.666704000000
900069687,Domino's Pizza - Barra Funda,-23.518947000000,-46.676335000000
900308886,Tântalo Pizza House- Vila Leopoldina,-23.521472200000,-46.723483900000
900308710,BEIK,-23.595429800000,-46.677532000000
900309054,MASTER OF FOOD,-23.456461500000,-46.545465600000
900304943,Salgados Magali,-23.740467500000,-46.570257300000
900017113,Tahin Shopping Market     ,-23.621393577686,-46.699854640657
900308833,Lá Vecchia Botiglia,-23.602662500000,-46.672863800000
900255613,Coxinharia,-23.546576600000,-46.638631500000
900224666,FiqFit Gourmet - Mooca,-23.552178339097,-46.589277415994
900225131,Oggi Sorvetes Chácara Santo Antônio,-23.632753045768,-46.699262480084
900187248,oggi sorvetes jardim padroeira - CCP,-23.530313408494,-46.474058846776
900308793,Bruno's Burger bbq,-23.520193000000,-46.848251200000
900119537,Domino's Pizza - Bela Vista,-23.563615800000,-46.641357300000
900306140,Linguizzaria Gourmet Grill,-23.571923300000,-46.515058400000
900231902,Tutto Buona Pizzaria - Alto da Lapa,-23.531570353492,-46.717013268088
900308933,Armazém 18,-23.530692400000,-46.791975100000
900305984,Marquinhos Dog Black,-23.462475300000,-46.650398500000
900226766,Restaurante Acai Da Villa - CCP,-23.507680931459,-46.619134641241
900173330,Free Sushi & Poke - ABC,-23.665307000000,-46.524230800000
900262169,Lima’s Pizzaria,-23.632598100000,-46.511615400000
900224072,Oggi Sorvetes - Santana.,-23.504664730177,-46.627023885791
900306069,Nuts for Donuts - Perdizes,-23.530557700000,-46.681484200000
900032368,Carol Coxinhas República,-23.544199000000,-46.641349000000
900159093,Kadalora Carapicuiba Sp - Cpb - Vila Iza Sp - Cpb - Vila Iza,-23.541389000000,-46.834911000000
900224856,Oggi Sorvetes - Vila Maria,-23.519327482830,-46.590116354470
900276853,Let's Vegan,-23.589990600000,-46.641190500000
900201585,HOME SWEET HOME DONUTS,-23.643321300000,-46.608943400000
900155394,Pizza Hut - Vila Leopoldina,-23.524597000000,-46.735645300000
900306536,Estoril Doces,-23.489629900000,-46.607975200000
900309078,vl lanches,-23.505549600000,-46.774948100000
900308394,Tabacaria do Dan,-23.526229600000,-46.654146300000
900226814,Cozinha Da Dona Gal - CCP,-23.481411989745,-46.619045300000
900308994,Oggi Sorvetes - Serraria,-23.701028700000,-46.612438300000
900308502,Cook in Love,-23.668164500000,-46.540569800000
900307124,Forte Gula,-23.495229800000,-46.659820800000
900304948,Tango Bar,-23.595547000000,-46.636849000000
900225552,Oggi Sorvetes Jd. Roberto,-23.542822050713,-46.805277461950
900122375,Fazendinha Restaurante,-23.541688000000,-46.493728000000
900224837,KOMOTASHI SUSHI,-23.588498200000,-46.607490800000
900139361,Bullguer - Granja Viana,-23.589681694916,-46.824574763518
900308623,Vontade Gelada - Jardim da Gloria,-23.580352000000,-46.625396000000
900303870,Oakberry Açaí - Posto Sangirardi,-23.591865699175,-46.695218943505
900170973,Stamatto Cestas e Presentes,-23.564299900000,-46.535538600000
900226193,Açaí Delivery Guarulhos,-23.403585200118,-46.477796215111
900225621,Flora e Cultura,-23.601709000000,-46.761125600000
900308724,Mandala Bar Porções E Espeto,-23.557852300000,-46.520926500000
900255566,acai pastel,-23.761388700000,-46.537403600000
900186432,padaria simoes - CCP,-23.573845000000,-46.809188000000
900274178,lanches e batatas magic burger,-23.615777100000,-46.509243700000
900039055,Pizzaria Camelo - Morumbi,-23.615441000000,-46.734072000000
900277567,Oakberry Açaí - Shopping Marketplace,-23.620830000000,-46.699290000000
900308911,Pane e pizza - Vila Nova Conceição,-23.593441500000,-46.675075700000
900308574,Bistrola Food Inc,-23.686776000000,-46.540046000000
900278012,candys cakes,-23.478936900000,-46.702838800000
900227778,Cocolino - CCP,-23.638685987262,-46.703831552889
900196565,panificadora e restaurante transmontana - CCP,-23.555797044913,-46.518311988900
900161499,99 Sushi Guarulhos,-23.449699700000,-46.540956300000
900070458,Domino's Pizza - São Bernardo dos Campos,-23.716307800000,-46.542433000000
900305546,origami oriental,-23.496572300000,-46.552546400000
900164941,Sr Lasanha Delivery,-23.624430000000,-46.697658600000
900186283,judas tadeu - CCP,-23.514781000000,-46.717330500000
900224929,delicias do acaraje,-23.491953400000,-46.499341300000
900308968,Doceria Dimoça,-23.567398700000,-46.510314400000
900164470,Best Food Burguer - Vila Esperança,-23.526974900000,-46.528108700000
900307472,Bar do grande,-23.545481100000,-46.544202200000
900276968,A Batata Rosti,-23.546204800000,-46.623473800000
900306250,Açaí França Pinto - Restaurante,-23.590367800000,-46.649131100000
900308706,Go Donut unidade Tatuapé,-23.547902600000,-46.571294000000
900308562,Geladinho Gourmet & Doces,-23.702247700000,-46.541430800000
900198755,Boteco Favorita,-23.585920700000,-46.643807800000
900308701,Subway - Osasco Plaza,-23.529414900000,-46.777996800000
900306930,Evani da Costa,-23.460902900000,-46.567074200000
900308661,Micaela - Barra Funda,-23.527997500000,-46.659048900000
900306673,Sou Ice Vila Nova Mazzei,-23.463596500000,-46.602847800000
900201370,esfiha do ze vila carmosina itaquera - CCP,-23.542086544966,-46.449549943025
900304952,UBN BURGUERS,-23.627363700000,-46.502903700000
900304729,Massas Due Sabores ,-23.592747000000,-46.492435100000
900166623,laguladepastel,-23.550163100000,-46.573420200000
900308584,Açai Concept - Maranelo,-23.503172450000,-46.636880500000
900197364,Casa do Pastel Tucuruvi - CCP,-23.478740400000,-46.577664800000
900237063,Naturamix - CCP,-23.534509000000,-46.704712000000
900308652,KFC - Tucuruvi,-23.479723700000,-46.602453800000
900266641,Cachorrão do Alemão,-23.507277114515,-46.490723702669
900308813,Ovos de Páscoa,-23.683609300000,-46.752879000000
900277849,Figueira,-23.545415800000,-46.570062000000
900306409,Chocolatte Mágico ,-23.430703100000,-46.551931200000
900164907,Casa de Parmegiana Morumbi,-23.624430000000,-46.697658600000
900305374,Minha Doce Jo,-23.475624400000,-46.697009300000
900308825,KFC Itaquera,-23.539421100000,-46.470729000000
900069940,19818 - Domino's Pizza - Otávio Braga (Filial),-23.449737900000,-46.508599900000
900308820,Cafeteria Cheirin Bao SBC,-23.709562700000,-46.553618500000
900167655,Rei do Mate - Shopping D,-23.525932200000,-46.625187900000
900159937,Kibon Sorveteria - Barueri,-23.500709000000,-46.880243000000
900308346,"COMER, BEBER E VIAJAR",-23.597263100000,-46.646444400000
900308292,Gabis Doce Amor,-23.489206700000,-46.423832900000
900289857,Oakberry Campestre,-23.648610000000,-46.532060000000
900308876,Los Mex Santana De Parnaíba,-23.450962400000,-46.900861600000
900308842,ME PASTEL O MELHOR DO BRASIL - Jardim Bom Clima,-23.450977800000,-46.519701300000
900196376,Rapi10 Vila Mariana,-23.600928700000,-46.621861100000
900308784,Lyle’s Restaurant,-23.481209300000,-46.648788000000
900033352,Cheap Burger - Vila Maria,-23.507180000000,-46.589136000000
900180316,Oggi Sorvetes - Parada Quinze,-23.531769000000,-46.446398300000
900308590,Soulfood Alimentos,-23.554813800000,-46.750059500000
900292289,Pasteis Agena,-23.536961400000,-46.640158900000
900255822,Bia Brejas,-23.608261400000,-46.618995600000
900255998,Rofer Gastronomia,-23.599097700000,-46.705024200000
900305998,Muttleys Espetos &lanches Artesanais,-23.663319400000,-46.778793500000
900308500,Feijoaria Paó,-23.629858400000,-46.601523200000
900172824,Fogo na Panela Food Delivery,-23.518040399557,-46.522384872954
900125944,Cozinha Caseira Temperos e Sabores - Parque Cisper,-23.491007400000,-46.497768000000
900170465,Biscoitê - Pamplona,-23.570394800000,-46.661174200000
900231402,Dog Teté,-23.455383800000,-46.532540500000
900308924,Freedom Pizza,-23.421481600000,-46.528528400000
900305593,KFC - Mooca Plaza,-23.579745026420,-46.594362520275
900308630,Kitchen Brooklin,-23.602500100000,-46.688961900000
900167352,zona sul,-23.609889800000,-46.705958500000
900148645,Pati Piva - Cidade Jardim,-23.599619697633,-46.697524469906
900305468,Rei do Mate - Shopping Taboão,-23.614565900000,-46.775643300000
900307785,GR HAMBURGUERIA,-23.661583000000,-46.753592000000
900307788,Batataria Monumento ,-23.573691300000,-46.616193300000
900309206,Rotissa Massas Artesanais,-23.621019200000,-46.672705800000
900307185,Orfeu,-23.545503200000,-46.643562200000
900225093,dolce vanilla,-23.610823200000,-46.732498600000
900202100,Habibo pizzas & esfihas - CCP,-23.464004000000,-46.541895000000
900166806,EatX,-23.606492690507,-46.692700845581
900258330,Huff Burger,-23.526631000000,-46.768511300000
900048395,Restaurante Sabor Advir,-23.618405677004,-46.695826230515
900231279,Brownie do Binho,-23.553354443105,-46.588225041278
900308626,Simple Brooklin,-23.602314200000,-46.688927100000
900307043,Point do Açai R& M,-23.479024400000,-46.676003600000
900306595,Brigadeiro com VC | Mooca,-23.559158300000,-46.582839100000
900237061,Jet Gelo - CCP,-23.519578703471,-46.706327625981
900172389,Confeitaria Mila cakes,-23.457027300000,-46.399528800000
900242210,Cantinho do Sorvete e Açai,-23.687191100000,-46.645511500000
900255928,Anubis Lanches Pasteis,-23.689446200000,-46.637132600000
900306046,ART FESTA,-23.602489000000,-46.764418800000
900201513,ESFIHARIA MUNDIAL,-23.674265000000,-46.656300600000
900267006,Churras & Talz,-23.458567200000,-46.600686700000
900272965,dona mabel doces,-23.444192700000,-46.540786900000
900255960,Boutique Gourmet,-23.704518000000,-46.520938100000
900202587,Dogueria Monster Dog - CCP,-23.603097866126,-46.765034589881
900304188,Adega & Tabacaria Bebidas Jah,-23.446358800000,-46.555087000000
900161975,Geladinhos Gourmet Yes&No Sugar,-23.561975800000,-46.580374100000
900166620,FRACARO WINE,-23.493021400000,-46.639121100000
900167551,Drogaria Farma You,-23.461182000000,-46.559842400000
900167692,frango assado cia,-23.552561600000,-46.534346700000
900305983,Naturais da Re ,-23.741719900000,-46.680923100000
900227286,Sabor 2 Irmaos - CCP,-23.642384773490,-46.664420262566
900173620,lbm burger.,-23.544806800000,-46.482770900000
900303525,GV Espetos & Cia.,-23.589599300000,-46.784540800000
900306557,Dog da Sa,-23.564506800000,-46.778976500000
900195110,nobili sports bar,-23.529685000000,-46.732889000000
900180250,PASTEL DE BELEM DO PORTUGAL,-23.594700000000,-46.677860000000
900041730,HT Doces Saudáveis,-23.567715330699,-46.656905339346
900306723,Bacana´s Burguer,-23.636437800000,-46.752252100000
900036317,Walking Street Burguer - Lapa,-23.533239000000,-46.704594000000
900225652,HHP GASTRONOMIA BISTRO,-23.610706800000,-46.572228200000
900306677,Rei do BÚRGUER,-23.450645400000,-46.731820900000
900305306,Delicias da GI,-23.471804200000,-46.658809100000
900255390,Bella Feijuca,-23.604434800000,-46.640145900000
900307243,Ponto da Esfiha - Santo André,-23.685571910000,-46.507839400000
900196630,delivery feijoada de garagem - CCP,-23.433567118221,-46.562489758797
900305061,Doce Rose ,-23.647858400000,-46.654094400000
900304906,Delicias da Tia Pri,-23.500345200000,-46.409079800000
900202202,Cris Comfort Food - CCP,-23.529590000000,-46.452980000000
900306938,Bellu Pastéis,-23.498665900000,-46.651859700000
900169327,Quebrando Tradições,-23.643665876634,-46.510778960639
900307123,Do Broonk's Pastéis,-23.498665900000,-46.651859700000
900308204,CASEIRINHO DOCES,-23.510973900000,-46.531442900000
900305512,Zeus Massas Sabores,-23.479608500000,-46.611572400000
900255910,Mocinha Doce,-23.549307000000,-46.449230900000
900306498,Ateliê Gulla's,-23.645416100000,-46.647630400000
900200251,Natuice Jardim Fercen Ice -CCP,-23.497651000000,-46.615647000000
900308360,Lucherry Doces & Salgados,-23.629566200000,-46.625822700000
900303296,Moe's,-23.614748100000,-46.594011900000
900308148,Made in Rose,-23.528831000000,-46.568928000000
900307030,Batata Dos Gomes & Cia,-23.522847300000,-46.478096200000
900306856,"OKÊ Pastéis, Salgados e Afins",-23.512808000000,-46.579486100000
900305423,Ponto dos Salgados,-23.584428600000,-46.519656100000
900304373,9...10...COMER PASTÉIS!!!,-23.651831900000,-46.574825500000
900306088,Nuts for Donuts - Alphaville,-23.496767200000,-46.850901700000
900169501,Dollies Donut Café - (Cafeteria),-23.667478500000,-46.524901100000
900306689,Casa da Esfiha - Quitaúna,-23.523200200000,-46.806457900000
900224878,Pobre Ze,-23.522143900000,-46.704888400000
900255947,Pizzaria Delícia.,-23.630727000000,-46.613397100000
900306580,Casa da Fogazza- Jardim Santa Cruz,-23.643667000000,-46.802708300000
900306726,churras gregos espetinhos,-23.489637600000,-46.888457600000
900304889,Libarino´s Coffee,-23.522929300000,-46.663406200000
900304764,Doces Melow,-23.523138000000,-46.540980100000
900306479,Ação do Museu do Ipiranga,-23.582744900000,-46.614227300000
900305742,Dg Burger's - Hamburgueria,-23.611235600000,-46.590633200000
900180337,Restaurante Parada Obrigatória,-23.638769100000,-46.540448200000
900277375,Mixshake,-23.646213550000,-46.526588740000
900174758,top show acai e tapioca,-23.541856837880,-46.470545649529
900163321,Café e Bistrô Panamby,-23.626735000000,-46.724454031738
900201490,colello food,-23.662323900000,-46.557719200000
900172458,In Torta,-23.618382513421,-46.695780572952
900307595,FRANGO DA PADOCA,-23.617726300000,-46.673740600000
900305642,Bruliz Pães Bolos Caseiros ,-23.624300400000,-46.609383700000
900173056,Burg Quinze “Delivery” Barueri,-23.501249900000,-46.889294400000
900258733,Nolasco’s Burguer ,-23.585824800000,-46.802695500000
900306485,Jô Restaurante,-23.511520200000,-46.853964400000
900137668,Spoleto Largo 13,-23.652748120327,-46.709978996192
900308547,LEV Bebidas e Salgados,-23.674010000000,-46.551280000000
900227753,Tango Vino Vinhos - CCP,-23.629598000000,-46.705335000000
900308522,Churros Meii,-23.497369500000,-46.746387900000
900200165,sou ice sorvetes e congelados cantareira - CCP,-23.487451000000,-46.621256000000
900224613,Delícias da Fê,-23.496214000000,-46.684107700000
900306926,Queens BBQ Lanches..,-23.451989500000,-46.400468700000
900304769,M e Pedaços de Amor ,-23.574575500000,-46.751101900000
900266606,Gabriela Lopes Confeitaria ,-23.458582300000,-46.553044200000
900306070,Bella Casa Padaria Fogaçaria,-23.699112500000,-46.590152000000
900304672,Kairós Fast Food,-23.627144300000,-46.486810700000
900308248,Tibidabo Sorvetes- Itaquera,-23.539712500000,-46.462676100000
900308251,Tibidabo Sorvetes- Luz,-23.539054000000,-46.636087000000
900194944,Fada Farinha,-23.567446878068,-46.594416570805
900306354,Mollo's Fogazza,-23.585035300000,-46.564539700000
900226284,Encontro dos Pães,-23.678479200000,-46.551140800000
900173679,Brigadíssimo,-23.600213178726,-46.686854567459
900156764,Kibon - Vila Romana,-23.535804000000,-46.697496000000
900231935,+Saúde - Healthy Food,-23.497978700000,-46.743758100000
900163707,Rango Brazuca Vila Leopoldina,-23.530954000000,-46.730661000000
900225855,Oásis Saudável,-23.622483200000,-46.683467600000
900159117,Hora do Dog - Lanches,-23.676942700000,-46.662906700000
900011710,Street Poke,-23.595289000000,-46.728092000000
900305838,KFC - Osasco Plaza,-23.529380456916,-46.777803310276
900241850,garagem do açaí..,-23.552183500000,-46.644232600000
900308810,"SM FOOD EXPRESS, LANCHES BEBIDAS E SOBREMESAS",-23.560150200000,-46.498013300000
900309183,Nutty Bavarian,-23.602385300000,-46.676672900000
900017596,[F] | McDonald's | TPE | Franquia,-23.545437000000,-46.571599000000
900267093,ns cake esfiharia,-23.719598900000,-46.565667800000
900164459,Meus Quitutes,-23.596419400000,-46.765394300000
900305416,Panorama Helipa Bar,-23.608290700000,-46.595372500000
900307199,Casa do Pastel - Consolação,-23.554164000000,-46.660919700000
900195411,Madero - Brascan,-23.584320000000,-46.674620000000
900307139,+ Açaí,-23.471229600000,-46.755032400000
900164055,Madero - Tamboré,-23.504690000000,-46.834018000000
900180149,Madero - Alphaville,-23.492687800000,-46.849603600000
900164113,Madero - Vila Olimpia,-23.595330000000,-46.686820000000
900164086,Madero - Center Norte,-23.515516400000,-46.618353500000
900164056,Madero - Aricanduva,-23.565482978193,-46.503525927393
900305713,Restaurante Bom Gosto Paulista,-23.557943900000,-46.659729900000
900032975,Confeitaria Alessandra Tonisi - Moema,-23.599584099215,-46.668440881387
900275354,Espetaria Cardoso,-23.502887300000,-46.494893600000
900306082,Inverno D´Itália Coffee,-23.663652200000,-46.680000100000
900145817,Bac’s - Shopping Ibirapuera,-23.610258266300,-46.666690787120
900266580,nickaque,-23.635247900000,-46.616752000000
900304648,Docelicias Chocolateria,-23.600902900000,-46.791939800000
900306855,Pipoca da Terezinha - Brás,-23.546507700000,-46.611514300000
900164877,Brennero Pizzeria,-23.526958900000,-46.564106200000
900308206,Lanchonete Juvenal Parada,-23.555709900000,-46.597055500000
900194927,rainha,-23.620503400000,-46.691863000000
900304200,Lanchonete Fernandes,-23.543233100000,-46.882998600000
900304637,Divino Donuts.,-23.606084700000,-46.658709400000
900306296,Liks Confeitaria,-23.641323500000,-46.655004200000
900255938,Restaurante Bom Mineiro,-23.558837000000,-46.805785200000
900277769,Ponto da Esfiha - Jardim das Flores,-23.533440000000,-46.793844700000
900304877,Divina Batata Oficial do ABC!,-23.687238956501,-46.627115502665
900164672,Salgados da Zefinha,-23.541605800000,-46.600173300000
900305410,Moca Churros Artesanais,-23.534969200000,-46.575658100000
900306086,Sabores da Vila Pastelaria,-23.544394800000,-46.492966600000
900305748,Dog do Alemão - Santo André,-23.652176300000,-46.561846700000
900305578,Estação Natural da Terra - Tatuapé,-23.547667089504,-46.563592837942
900205125,Sossego - Restaurante E Pizzaria - CCP,-23.666058039751,-46.657012022967
900307219,Tibidabo Sorvetes- Praça da Moça,-23.573055100000,-46.652804000000
900307021,Tibidabo Sorvetes -Artur Alvim,-23.541671910000,-46.484382650000
900307457,Tibidabo Sorvetes- Pinheiros,-23.567305200000,-46.701803300000
900307201,Tibidabo Sorvetes- Santo Amaro,-23.654245700000,-46.711485400000
900307194,Tibidabo Sorvetes- Santa Cruz,-23.598314400000,-46.636851600000
900307064,Tibidabo Sorvetes-Jaçanã,-23.475036500000,-46.592343700000
900307205,Tibidabo Sorvetes -Capão Redondo,-23.642117000000,-46.747023000000
900305325,Casa da Esfiha - Guarulhos,-23.412281380767,-46.454234372721
900231726,Diunit Wine Conveniência ,-23.598246192762,-46.750147464724
900303998,Tem Tempero Delivery,-23.659929400000,-46.526163200000
